Iterations,Adagrad,AdagradG
278,-323.616607436,-310.210900675
279,-323.592880935,-310.206449984
280,-323.569307373,-310.202033263
281,-323.545885223,-310.197650249
282,-323.522612978,-310.193300683
283,-323.499489151,-310.188984308
284,-323.476512274,-310.184700867
285,-323.453680897,-310.180450108
286,-323.430993592,-310.17623178
287,-323.408448946,-310.172045632
288,-323.386045568,-310.167891417
289,-323.36378208,-310.163768889
290,-323.341657126,-310.159677805
291,-323.319669366,-310.155617923
292,-323.297817477,-310.151589002
293,-323.276100152,-310.147590805
294,-323.254516102,-310.143623095
295,-323.233064053,-310.139685638
296,-323.211742748,-310.135778202
297,-323.190550946,-310.131900555
298,-323.169487421,-310.128052468
299,-323.148550962,-310.124233714
300,-323.127740373,-310.120444069
