Iterations,NAG,NAGG
278,-6255.49246961,-4676.88928273
279,-6252.99369276,-4676.86192684
280,-6250.50814031,-4676.83855464
281,-6248.03571822,-4676.81906093
282,-6245.57633314,-4676.80333231
283,-6243.12989246,-4676.79124806
284,-6240.6963043,-4676.78268092
285,-6238.2754775,-4676.7774981
286,-6235.86732162,-4676.77556219
287,-6233.47174694,-4676.77673214
288,-6231.08866446,-4676.78086423
289,-6228.71798589,-4676.78781297
290,-6226.35962364,-4676.797432
291,-6224.01349084,-4676.8095749
292,-6221.67950133,-4676.82409592
293,-6219.35756963,-4676.84085059
294,-6217.04761096,-4676.85969634
295,-6214.74954125,-4676.88049288
296,-6212.46327708,-4676.90310254
297,-6210.18873576,-4676.92739055
298,-6207.92583522,-4676.95322509
299,-6205.67449412,-4676.9804774
